amount,type,k_symbol,operation,datetime,age,account_id
2482.9,DEBIT,,CASH WITHDRAWAL,1996-01-31,44,37
83.91,CREDIT,INTEREST CREDITED,,1996-01-31,44,37
6151.71,CREDIT,,CREDIT IN CASH,1996-05-07,44,37
39.89,CREDIT,INTEREST CREDITED,,1996-05-31,44,37
10563.05,CREDIT,,CREDIT IN CASH,1996-07-13,44,37
4134.91,CREDIT,,CREDIT IN CASH,1996-07-21,44,37
71.89,CREDIT,INTEREST CREDITED,,1996-07-31,44,37
56.84,CREDIT,INTEREST CREDITED,,1996-07-31,44,37
3257.23,DEBIT,,CASH WITHDRAWAL,1996-08-15,44,37
101.47,CREDIT,INTEREST CREDITED,,1996-08-31,44,37
88.6,CREDIT,INTEREST CREDITED,,1996-08-31,44,37
5485.04,CREDIT,,CREDIT IN CASH,1996-09-11,44,37
3746.3,CREDIT,,CREDIT IN CASH,1996-09-18,44,37
10.8,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1996-09-30,44,37
58.05,CREDIT,INTEREST CREDITED,,1996-09-30,44,37
2756.7,DEBIT,,CASH WITHDRAWAL,1996-10-13,44,37
3040.09,CREDIT,,CREDIT IN CASH,1996-10-18,44,37
6560.93,CREDIT,,CREDIT IN CASH,1996-10-23,44,37
82.98,CREDIT,INTEREST CREDITED,,1996-10-31,44,37
4190.41,CREDIT,,CREDIT IN CASH,1996-10-31,44,37
30.84,CREDIT,INTEREST CREDITED,,1996-11-30,44,37
87.15,CREDIT,INTEREST CREDITED,,1997-01-31,44,37
47.03,CREDIT,INTEREST CREDITED,,1997-01-31,44,37
6393.77,CREDIT,,CREDIT IN CASH,1997-02-15,44,37
2199.46,DEBIT,,CASH WITHDRAWAL,1997-02-18,44,37
11.55,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1997-02-28,44,37
112.94,CREDIT,INTEREST CREDITED,,1997-02-28,44,37
1634.23,DEBIT,,CASH WITHDRAWAL,1997-03-08,44,37
4380.53,CREDIT,,CREDIT IN CASH,1997-03-18,44,37
4398.39,CREDIT,,CREDIT IN CASH,1997-03-23,44,37
5490.39,CREDIT,,CREDIT IN CASH,1997-03-23,44,37
7514.31,CREDIT,,CREDIT IN CASH,1997-03-24,44,37
97.53,CREDIT,INTEREST CREDITED,,1997-03-31,44,37
64.47,CREDIT,INTEREST CREDITED,,1997-03-31,44,37
2783.02,CREDIT,,CREDIT IN CASH,1997-04-17,44,37
96.0,CREDIT,INTEREST CREDITED,,1997-04-30,44,37
67.19,CREDIT,INTEREST CREDITED,,1997-05-31,44,37
56.98,CREDIT,INTEREST CREDITED,,1997-08-31,44,37
70.52,CREDIT,INTEREST CREDITED,,1997-08-31,44,37
2404.55,DEBIT,,CASH WITHDRAWAL,1997-09-11,44,37
1937.73,DEBIT,,CASH WITHDRAWAL,1997-09-15,44,37
4335.17,CREDIT,,CREDIT IN CASH,1997-09-16,44,37
4963.73,CREDIT,,CREDIT IN CASH,1997-09-17,44,37
90.96,CREDIT,INTEREST CREDITED,,1997-09-30,44,37
39.22,CREDIT,INTEREST CREDITED,,1997-09-30,44,37
4082.91,CREDIT,,CREDIT IN CASH,1997-10-08,44,37
1980.47,CREDIT,,CREDIT IN CASH,1997-10-14,44,37
2404.36,CREDIT,,CREDIT IN CASH,1997-10-18,44,37
14.63,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1997-10-31,44,37
141.19,CREDIT,INTEREST CREDITED,,1997-10-31,44,37
3373.3,CREDIT,,CREDIT IN CASH,1997-11-15,44,37
3340.67,CREDIT,,CREDIT IN CASH,1997-11-16,44,37
88.71,CREDIT,INTEREST CREDITED,,1997-11-30,44,37
2972.26,CREDIT,,CREDIT IN CASH,1993-05-28,60,38
107.09,CREDIT,INTEREST CREDITED,,1993-05-31,60,38
16.64,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-05-31,60,38
3932.36,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-06-07,60,38
9103.43,CREDIT,,CREDIT IN CASH,1993-06-08,60,38
3525.9,DEBIT,,CASH WITHDRAWAL,1993-06-20,60,38
111.63,CREDIT,INTEREST CREDITED,,1993-06-30,60,38
13.16,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-06-30,60,38
3077.64,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-07-06,60,38
10101.67,CREDIT,,CREDIT IN CASH,1993-07-09,60,38
4057.89,DEBIT,,CASH WITHDRAWAL,1993-07-24,60,38
4567.89,DEBIT,,CASH WITHDRAWAL,1993-07-25,60,38
142.27,CREDIT,INTEREST CREDITED,,1993-07-31,60,38
12.04,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-07-31,60,38
5069.62,DEBIT,,CASH WITHDRAWAL,1993-08-05,60,38
6186.16,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-08-07,60,38
4596.49,DEBIT,,CASH WITHDRAWAL,1993-08-09,60,38
11874.65,CREDIT,,CREDIT IN CASH,1993-08-14,60,38
7117.01,DEBIT,,CASH WITHDRAWAL,1993-08-18,60,38
5391.74,DEBIT,,CASH WITHDRAWAL,1993-08-21,60,38
183.6,CREDIT,INTEREST CREDITED,,1993-08-31,60,38
12.37,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-08-31,60,38
6208.85,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-09-05,60,38
9784.64,CREDIT,,CREDIT IN CASH,1993-09-12,60,38
4269.12,DEBIT,,CASH WITHDRAWAL,1993-09-18,60,38
189.05,CREDIT,INTEREST CREDITED,,1993-09-30,60,38
11.42,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-09-30,60,38
4466.82,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-10-05,60,38
5299.26,DEBIT,,CASH WITHDRAWAL,1993-10-10,60,38
9897.34,CREDIT,,CREDIT IN CASH,1993-10-12,60,38
7160.51,DEBIT,,CASH WITHDRAWAL,1993-10-17,60,38
197.42,CREDIT,INTEREST CREDITED,,1993-10-31,60,38
10.68,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-10-31,60,38
3734.81,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-11-05,60,38
12499.49,CREDIT,,CREDIT IN CASH,1993-11-11,60,38
7571.9,CREDIT,,CREDIT IN CASH,1993-11-22,60,38
5508.27,DEBIT,,CASH WITHDRAWAL,1993-11-23,60,38
124.34,CREDIT,INTEREST CREDITED,,1993-11-30,60,38
13.29,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-11-30,60,38
4491.63,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-12-05,60,38
10361.74,CREDIT,,CREDIT IN CASH,1993-12-08,60,38
3867.2,DEBIT,,CASH WITHDRAWAL,1993-12-09,60,38
5721.8,DEBIT,,CASH WITHDRAWAL,1993-12-11,60,38
9794.38,CREDIT,,CREDIT IN CASH,1993-12-14,60,38
233.95,CREDIT,INTEREST CREDITED,,1993-12-31,60,38
11.45,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-12-31,60,38
4641.51,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-01-05,60,38
11224.25,CREDIT,,CREDIT IN CASH,1994-01-09,60,38
9796.84,CREDIT,,CREDIT IN CASH,1994-01-13,60,38
5640.43,DEBIT,,CASH WITHDRAWAL,1994-01-20,60,38
3641.93,DEBIT,,CASH WITHDRAWAL,1994-01-23,60,38
8650.74,CREDIT,,CREDIT IN CASH,1994-01-26,60,38
172.6,CREDIT,INTEREST CREDITED,,1994-01-31,60,38
11.49,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-01-31,60,38
4904.41,DEBIT,,CASH WITHDRAWAL,1994-02-02,60,38
5426.93,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-02-05,60,38
8177.24,CREDIT,,CREDIT IN CASH,1994-02-11,60,38
2672.34,DEBIT,,CASH WITHDRAWAL,1994-02-15,60,38
144.61,CREDIT,INTEREST CREDITED,,1994-02-28,60,38
14.01,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-02-28,60,38
3251.57,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-03-05,60,38
7456.26,CREDIT,,CREDIT IN CASH,1994-03-08,60,38
4072.11,DEBIT,,CASH WITHDRAWAL,1994-03-13,60,38
107.09,CREDIT,INTEREST CREDITED,,1994-03-31,60,38
10.34,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-03-31,60,38
3915.33,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-04-05,60,38
11432.22,CREDIT,,CREDIT IN CASH,1994-04-09,60,38
3812.4,DEBIT,,CASH WITHDRAWAL,1994-04-18,60,38
7949.0,CREDIT,,CREDIT IN CASH,1994-04-24,60,38
156.71,CREDIT,INTEREST CREDITED,,1994-04-30,60,38
9.45,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-04-30,60,38
4246.8,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-05-06,60,38
9708.52,CREDIT,,CREDIT IN CASH,1994-05-10,60,38
6357.44,CREDIT,,CREDIT IN CASH,1994-05-14,60,38
7055.36,DEBIT,,CASH WITHDRAWAL,1994-05-15,60,38
8756.83,CREDIT,,CREDIT IN CASH,1994-05-16,60,38
5726.5,DEBIT,,CASH WITHDRAWAL,1994-05-21,60,38
4686.57,DEBIT,,CASH WITHDRAWAL,1994-05-24,60,38
164.33,CREDIT,INTEREST CREDITED,,1994-05-31,60,38
10.56,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-05-31,60,38
1521.82,CREDIT,,CREDIT IN CASH,1993-03-22,51,39
11827.86,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-04-07,51,39
17175.73,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-04-23,51,39
12098.49,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-04-30,51,39
7843.88,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-05-14,51,39
208.86,CREDIT,INTEREST CREDITED,,1993-05-31,51,39
2515.98,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-06-05,51,39
14754.27,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-06-12,51,39
1084.67,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-06-14,51,39
2124.38,DEBIT,,CASH WITHDRAWAL,1993-06-20,51,39
12.91,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-06-30,51,39
113.84,CREDIT,INTEREST CREDITED,,1993-06-30,51,39
2441.9,DEBIT,,CASH WITHDRAWAL,1993-07-02,51,39
807.14,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-07-05,51,39
8394.88,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-07-11,51,39
601.47,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-07-14,51,39
1696.16,DEBIT,,CASH WITHDRAWAL,1993-07-21,51,39
4166.37,DEBIT,,CASH WITHDRAWAL,1993-07-22,51,39
12.32,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-07-31,51,39
182.73,CREDIT,INTEREST CREDITED,,1993-07-31,51,39
2445.45,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-08-06,51,39
2257.28,DEBIT,,CASH WITHDRAWAL,1993-08-14,51,39
536.35,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-08-14,51,39
2848.62,DEBIT,,CASH WITHDRAWAL,1993-08-17,51,39
17.46,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-08-31,51,39
122.65,CREDIT,INTEREST CREDITED,,1993-08-31,51,39
2752.03,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-09-05,51,39
12548.04,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-09-14,51,39
505.69,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-09-14,51,39
6574.45,CREDIT,,CREDIT IN CASH,1993-09-14,51,39
10.81,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-09-30,51,39
107.11,CREDIT,INTEREST CREDITED,,1993-09-30,51,39
1667.79,DEBIT,,CASH WITHDRAWAL,1993-10-05,51,39
2000.08,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-10-06,51,39
10288.61,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-10-14,51,39
440.76,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-10-14,51,39
16.04,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-10-31,51,39
125.39,CREDIT,INTEREST CREDITED,,1993-10-31,51,39
2213.09,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-11-05,51,39
1699.77,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-11-09,51,39
5846.15,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-11-13,51,39
452.95,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-11-14,51,39
104.74,CREDIT,INTEREST CREDITED,,1993-11-30,51,39
138.57,CREDIT,INTEREST CREDITED,,1993-11-30,51,39
2301.92,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-12-05,51,39
6623.59,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-12-11,51,39
569.46,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-12-14,51,39
7048.93,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-12-14,51,39
2188.48,DEBIT,,CASH WITHDRAWAL,1993-12-21,51,39
13.42,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-12-31,51,39
104.1,CREDIT,INTEREST CREDITED,,1993-12-31,51,39
1498.19,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-01-05,51,39
8636.85,CREDIT,,COLLECTION FROM ANOTHER BANK,1994-01-12,51,39
508.26,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-01-14,51,39
2810.2,DEBIT,,CASH WITHDRAWAL,1994-01-21,51,39
13.23,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-01-31,51,39
103.88,CREDIT,INTEREST CREDITED,,1994-01-31,51,39
1612.26,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-02-05,51,39
6897.76,CREDIT,,COLLECTION FROM ANOTHER BANK,1994-02-10,51,39
615.66,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-02-12,51,39
7128.12,CREDIT,,COLLECTION FROM ANOTHER BANK,1994-02-14,51,39
646.71,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-02-14,51,39
3477.51,DEBIT,,CASH WITHDRAWAL,1994-02-16,51,39
3063.13,DEBIT,,CASH WITHDRAWAL,1994-02-16,51,39
10.64,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-02-28,51,39
78.68,CREDIT,INTEREST CREDITED,,1994-02-28,51,39
2152.16,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-03-06,51,39
2401.27,DEBIT,,CASH WITHDRAWAL,1994-03-08,51,39
7825.17,CREDIT,,COLLECTION FROM ANOTHER BANK,1994-03-12,51,39
602.49,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-03-13,51,39
2550.51,DEBIT,,CASH WITHDRAWAL,1994-03-15,51,39
2931.0,DEBIT,,CASH WITHDRAWAL,1994-03-23,51,39
12.15,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-03-31,51,39
96.66,CREDIT,INTEREST CREDITED,,1994-03-31,51,39
2235.37,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-04-05,51,39
5752.5,CREDIT,,COLLECTION FROM ANOTHER BANK,1994-04-10,51,39
385.81,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-04-12,51,39
629.54,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-04-13,51,39
8997.83,CREDIT,,COLLECTION FROM ANOTHER BANK,1994-04-14,51,39
507.09,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-04-14,51,39
1591.5,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-02-05,72,40
7730.13,CREDIT,,CREDIT IN CASH,1993-02-06,72,40
553.68,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-02-09,72,40
4984.23,CREDIT,,CREDIT IN CASH,1993-02-10,72,40
4906.97,CREDIT,,CREDIT IN CASH,1993-02-19,72,40
55.24,CREDIT,INTEREST CREDITED,,1993-02-28,72,40
13.73,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-02-28,72,40
1345.79,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-03-06,72,40
387.78,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-03-08,72,40
4280.95,CREDIT,,CREDIT IN CASH,1993-03-11,72,40
2871.1,CREDIT,,CREDIT IN CASH,1993-03-20,72,40
76.69,CREDIT,INTEREST CREDITED,,1993-03-31,72,40
11.76,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-03-31,72,40
1803.73,DEBIT,,CASH WITHDRAWAL,1993-04-04,72,40
4595.81,CREDIT,,CREDIT IN CASH,1993-04-06,72,40
934.63,DEBIT,,CASH WITHDRAWAL,1993-04-06,72,40
1628.72,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-04-06,72,40
5557.66,CREDIT,,CREDIT IN CASH,1993-04-08,72,40
2295.53,CREDIT,,CREDIT IN CASH,1993-04-12,72,40
2700.21,CREDIT,,CREDIT IN CASH,1993-04-17,72,40
2571.97,DEBIT,,CASH WITHDRAWAL,1993-04-18,72,40
2918.92,DEBIT,,CASH WITHDRAWAL,1993-04-18,72,40
74.08,CREDIT,INTEREST CREDITED,,1993-04-30,72,40
8.36,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-04-30,72,40
945.07,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-05-05,72,40
449.89,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-05-07,72,40
2535.49,CREDIT,,CREDIT IN CASH,1993-05-08,72,40
1115.29,DEBIT,,CASH WITHDRAWAL,1993-05-10,72,40
1918.95,DEBIT,,CASH WITHDRAWAL,1993-05-17,72,40
8934.88,CREDIT,,CREDIT IN CASH,1993-05-20,72,40
7540.48,CREDIT,,CREDIT IN CASH,1993-05-24,72,40
106.08,CREDIT,INTEREST CREDITED,,1993-05-31,72,40
12.15,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-05-31,72,40
1865.22,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-06-05,72,40
1416.62,DEBIT,,CASH WITHDRAWAL,1993-06-06,72,40
1470.77,DEBIT,HOUSEHOLD,CASH WITHDRAWAL,1993-06-07,72,40
1177.83,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-06-07,72,40
3288.07,CREDIT,,CREDIT IN CASH,1993-06-11,72,40
3876.46,CREDIT,,CREDIT IN CASH,1993-06-18,72,40
9410.27,CREDIT,,CREDIT IN CASH,1993-06-23,72,40
122.25,CREDIT,INTEREST CREDITED,,1993-06-30,72,40
13.22,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-06-30,72,40
2408.34,DEBIT,,REMITTANCE TO ANOTHER BANK,1993-07-05,72,40
4117.66,CREDIT,,CREDIT IN CASH,1993-07-06,72,40
372.43,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-07-07,72,40
1009.56,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-07-08,72,40
2907.44,CREDIT,,CREDIT IN CASH,1993-07-10,72,40
2134.08,DEBIT,,CASH WITHDRAWAL,1993-07-15,72,40
59.6,CREDIT,INTEREST CREDITED,,1993-07-31,72,40
9.24,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-07-31,72,40
2064.86,DEBIT,,CASH WITHDRAWAL,1993-08-05,72,40
2626.88,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-08-05,72,40
2480.27,DEBIT,,CASH WITHDRAWAL,1993-08-07,72,40
5725.56,CREDIT,,CREDIT IN CASH,1993-08-07,72,40
788.13,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-08-07,72,40
3769.22,CREDIT,,CREDIT IN CASH,1993-08-09,72,40
3962.67,CREDIT,,CREDIT IN CASH,1993-08-15,72,40
5524.27,CREDIT,,CREDIT IN CASH,1993-08-18,72,40
3950.52,DEBIT,,CASH WITHDRAWAL,1993-08-22,72,40
121.56,CREDIT,INTEREST CREDITED,,1993-08-31,72,40
13.19,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-08-31,72,40
6534.06,CREDIT,,CREDIT IN CASH,1993-09-03,72,40
1212.4,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-09-05,72,40
2909.15,DEBIT,,CASH WITHDRAWAL,1993-09-06,72,40
1710.78,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-09-07,72,40
4651.08,CREDIT,,CREDIT IN CASH,1993-09-08,72,40
2191.51,CREDIT,,CREDIT IN CASH,1993-09-09,72,40
2513.8,DEBIT,,CASH WITHDRAWAL,1993-09-15,72,40
3449.2,DEBIT,,CASH WITHDRAWAL,1993-09-15,72,40
134.43,CREDIT,INTEREST CREDITED,,1993-09-30,72,40
13.38,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-09-30,72,40
1808.05,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-10-05,72,40
727.55,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-10-07,72,40
4237.39,CREDIT,,CREDIT IN CASH,1993-10-07,72,40
1668.32,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-10-09,72,40
1436.24,DEBIT,,CASH WITHDRAWAL,1993-10-11,72,40
5504.94,CREDIT,,CREDIT IN CASH,1993-10-13,72,40
6383.99,CREDIT,,CREDIT IN CASH,1993-10-14,72,40
3898.5,DEBIT,,CASH WITHDRAWAL,1993-10-20,72,40
114.58,CREDIT,INTEREST CREDITED,,1993-10-31,72,40
1640.92,CREDIT,,CREDIT IN CASH,1993-06-25,54,41
5314.54,CREDIT,,CREDIT IN CASH,1993-09-27,54,41
2285.18,DEBIT,,CREDIT CARD WITHDRAWAL,1993-10-26,54,41
7393.44,CREDIT,,CREDIT IN CASH,1993-10-27,54,41
8890.03,CREDIT,,CREDIT IN CASH,1993-10-27,54,41
6038.45,CREDIT,,CREDIT IN CASH,1993-12-26,54,41
5056.55,CREDIT,,CREDIT IN CASH,1994-01-28,54,41
2421.37,DEBIT,,CASH WITHDRAWAL,1994-04-24,54,41
1567.4,DEBIT,,CASH WITHDRAWAL,1994-05-23,54,41
2140.77,DEBIT,,CASH WITHDRAWAL,1994-06-26,54,41
2593.82,CREDIT,,CREDIT IN CASH,1994-09-25,54,41
4000.22,CREDIT,,CREDIT IN CASH,1994-10-24,54,41
1732.66,DEBIT,,CASH WITHDRAWAL,1995-01-21,54,41
2659.88,CREDIT,,CREDIT IN CASH,1995-02-23,54,41
2712.21,CREDIT,,CREDIT IN CASH,1995-02-25,54,41
1789.57,DEBIT,,CASH WITHDRAWAL,1995-05-26,54,41
2142.07,DEBIT,,CASH WITHDRAWAL,1995-06-26,54,41
2545.15,DEBIT,,CASH WITHDRAWAL,1995-07-09,54,41
1887.13,DEBIT,,CASH WITHDRAWAL,1995-08-06,54,41
2870.37,DEBIT,,CASH WITHDRAWAL,1995-08-19,54,41
143.82,CREDIT,INTEREST CREDITED,,1995-08-31,54,41
16930.94,CREDIT,,CREDIT IN CASH,1995-08-31,54,41
2636.02,DEBIT,,CASH WITHDRAWAL,1995-09-28,54,41
4282.7,DEBIT,,CASH WITHDRAWAL,1995-09-29,54,41
17.76,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1995-09-30,54,41
233.51,CREDIT,INTEREST CREDITED,,1995-10-31,54,41
91.38,CREDIT,INTEREST CREDITED,,1995-10-31,54,41
4601.89,DEBIT,,CASH WITHDRAWAL,1995-12-05,54,41
91.07,CREDIT,INTEREST CREDITED,,1995-12-05,54,41
6521.71,CREDIT,,CREDIT IN CASH,1995-12-24,54,41
7055.68,CREDIT,,CREDIT IN CASH,1995-12-26,54,41
102.1,CREDIT,INTEREST CREDITED,,1995-12-31,54,41
149.26,CREDIT,INTEREST CREDITED,,1995-12-31,54,41
4814.46,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1996-01-07,54,41
464.3,DEBIT, ,REMITTANCE TO ANOTHER BANK,1996-01-24,54,41
12.31,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1996-01-31,54,41
162.82,CREDIT,INTEREST CREDITED,,1996-01-31,54,41
8955.04,CREDIT,,CREDIT IN CASH,1996-02-05,54,41
6121.08,CREDIT,,CREDIT IN CASH,1996-02-14,54,41
10494.82,CREDIT,,CREDIT IN CASH,1996-02-18,54,41
5007.29,DEBIT,,CASH WITHDRAWAL,1996-02-21,54,41
3602.86,DEBIT,,CASH WITHDRAWAL,1996-02-22,54,41
4027.4,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1996-02-22,54,41
5399.3,CREDIT,,CREDIT IN CASH,1996-02-27,54,41
7549.34,CREDIT,,CREDIT IN CASH,1996-02-27,54,41
148.44,CREDIT,INTEREST CREDITED,,1996-02-29,54,41
196.11,CREDIT,INTEREST CREDITED,,1996-02-29,54,41
4244.01,DEBIT,,CASH WITHDRAWAL,1996-03-04,54,41
3857.62,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1996-03-07,54,41
4890.88,CREDIT,,CREDIT IN CASH,1996-03-23,54,41
3756.23,DEBIT,,CASH WITHDRAWAL,1996-03-23,54,41
4637.83,DEBIT,,CASH WITHDRAWAL,1996-03-24,54,41
8669.97,CREDIT,,CREDIT IN CASH,1996-03-25,54,41
16.4,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1996-03-31,54,41
206.96,CREDIT,INTEREST CREDITED,,1996-03-31,54,41
148.65,CREDIT,INTEREST CREDITED,,1996-03-31,54,41
4112.06,DEBIT,,CASH WITHDRAWAL,1996-04-02,54,41
9332.62,CREDIT,,CREDIT IN CASH,1996-04-05,54,41
2006.41,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1996-04-06,54,41
2418.34,DEBIT,,CASH WITHDRAWAL,1996-04-18,54,41
9584.12,CREDIT,,CREDIT IN CASH,1996-04-21,54,41
4617.2,DEBIT,,CASH WITHDRAWAL,1996-04-21,54,41
20.39,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1996-04-30,54,41
165.39,CREDIT,INTEREST CREDITED,,1996-04-30,54,41
8186.71,CREDIT,,CREDIT IN CASH,1996-05-05,54,41
2797.57,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1996-05-06,54,41
3123.63,DEBIT,,CASH WITHDRAWAL,1996-05-20,54,41
9733.16,CREDIT,,CREDIT IN CASH,1996-05-24,54,41
